ID,protocol id,series_ref,quarter,expenditures,groups,index,quarterly,annually,year
5680,Expenditure quintile 5 (high),HPIQ.SEQ504,3,Housing and household utilities,group,1234,2.2,3.8,2021
5681,Expenditure quintile 5 (high),HPIQ.SEQ504,4,Housing and household utilities,group,1245,0.9,4.6,2021
5682,Expenditure quintile 5 (high),HPIQ.SEQ504,1,Housing and household utilities,group,1259,1.1,5.2,2022
5683,Expenditure quintile 5 (high),HPIQ.SEQ504,2,Housing and household utilities,group,1275,1.3,5.6,2022
5684,Expenditure quintile 5 (high),HPIQ.SEQ504,3,Housing and household utilities,group,1304,2.3,5.7,2022
5685,Expenditure quintile 5 (high),HPIQ.SEQ5041,1,Actual rentals for housing,subgroup,1113,0.6,2.3,2019
5686,Expenditure quintile 5 (high),HPIQ.SEQ5041,2,Actual rentals for housing,subgroup,1123,0.9,2.6,2019
5687,Expenditure quintile 5 (high),HPIQ.SEQ5041,3,Actual rentals for housing,subgroup,1131,0.7,2.8,2019
5688,Expenditure quintile 5 (high),HPIQ.SEQ5041,4,Actual rentals for housing,subgroup,1140,0.8,3.1,2019
5689,Expenditure quintile 5 (high),HPIQ.SEQ5041,1,Actual rentals for housing,subgroup,1155,1.3,3.8,2020
5690,Expenditure quintile 5 (high),HPIQ.SEQ5041,2,Actual rentals for housing,subgroup,1162,0.6,3.5,2020
5691,Expenditure quintile 5 (high),HPIQ.SEQ5041,3,Actual rentals for housing,subgroup,1168,0.5,3.3,2020
5692,Expenditure quintile 5 (high),HPIQ.SEQ5041,4,Actual rentals for housing,subgroup,1175,0.6,3.1,2020
5693,Expenditure quintile 5 (high),HPIQ.SEQ5041,1,Actual rentals for housing,subgroup,1187,1.0,2.8,2021
5694,Expenditure quintile 5 (high),HPIQ.SEQ5041,2,Actual rentals for housing,subgroup,1199,1.0,3.2,2021
5695,Expenditure quintile 5 (high),HPIQ.SEQ5041,3,Actual rentals for housing,subgroup,1208,0.8,3.4,2021
5696,Expenditure quintile 5 (high),HPIQ.SEQ5041,4,Actual rentals for housing,subgroup,1223,1.2,4.1,2021
5697,Expenditure quintile 5 (high),HPIQ.SEQ5041,1,Actual rentals for housing,subgroup,1237,1.1,4.2,2022
5698,Expenditure quintile 5 (high),HPIQ.SEQ5041,2,Actual rentals for housing,subgroup,1254,1.4,4.6,2022
5699,Expenditure quintile 5 (high),HPIQ.SEQ5041,3,Actual rentals for housing,subgroup,1267,1.0,4.9,2022
5700,Expenditure quintile 5 (high),HPIQ.SEQ504101,1,Actual rentals for housing,class,1113,0.6,2.3,2019
5701,Expenditure quintile 5 (high),HPIQ.SEQ504101,2,Actual rentals for housing,class,1123,0.9,2.6,2019
5702,Expenditure quintile 5 (high),HPIQ.SEQ504101,3,Actual rentals for housing,class,1131,0.7,2.8,2019
5703,Expenditure quintile 5 (high),HPIQ.SEQ504101,4,Actual rentals for housing,class,1140,0.8,3.1,2019
5704,Expenditure quintile 5 (high),HPIQ.SEQ504101,1,Actual rentals for housing,class,1155,1.3,3.8,2020
5705,Expenditure quintile 5 (high),HPIQ.SEQ504101,2,Actual rentals for housing,class,1162,0.6,3.5,2020
5706,Expenditure quintile 5 (high),HPIQ.SEQ504101,3,Actual rentals for housing,class,1168,0.5,3.3,2020
5707,Expenditure quintile 5 (high),HPIQ.SEQ504101,4,Actual rentals for housing,class,1175,0.6,3.1,2020
5708,Expenditure quintile 5 (high),HPIQ.SEQ504101,1,Actual rentals for housing,class,1187,1.0,2.8,2021
5709,Expenditure quintile 5 (high),HPIQ.SEQ504101,2,Actual rentals for housing,class,1199,1.0,3.2,2021
5710,Expenditure quintile 5 (high),HPIQ.SEQ504101,3,Actual rentals for housing,class,1208,0.8,3.4,2021
5711,Expenditure quintile 5 (high),HPIQ.SEQ504101,4,Actual rentals for housing,class,1223,1.2,4.1,2021
5712,Expenditure quintile 5 (high),HPIQ.SEQ504101,1,Actual rentals for housing,class,1237,1.1,4.2,2022
5713,Expenditure quintile 5 (high),HPIQ.SEQ504101,2,Actual rentals for housing,class,1254,1.4,4.6,2022
5714,Expenditure quintile 5 (high),HPIQ.SEQ504101,3,Actual rentals for housing,class,1267,1.0,4.9,2022
5715,Expenditure quintile 5 (high),HPIQ.SEQ5043,1,Property maintenance,subgroup,1139,0.5,2.3,2019
5716,Expenditure quintile 5 (high),HPIQ.SEQ5043,2,Property maintenance,subgroup,1146,0.6,2.4,2019
5717,Expenditure quintile 5 (high),HPIQ.SEQ5043,3,Property maintenance,subgroup,1157,1.0,2.8,2019
5718,Expenditure quintile 5 (high),HPIQ.SEQ5043,4,Property maintenance,subgroup,1163,0.5,2.6,2019
5719,Expenditure quintile 5 (high),HPIQ.SEQ5043,1,Property maintenance,subgroup,1172,0.8,2.9,2020
5720,Expenditure quintile 5 (high),HPIQ.SEQ5043,2,Property maintenance,subgroup,1185,1.1,3.4,2020
5721,Expenditure quintile 5 (high),HPIQ.SEQ5043,3,Property maintenance,subgroup,1193,0.7,3.1,2020
5722,Expenditure quintile 5 (high),HPIQ.SEQ5043,4,Property maintenance,subgroup,1196,0.3,2.8,2020
5723,Expenditure quintile 5 (high),HPIQ.SEQ5043,1,Property maintenance,subgroup,1206,0.8,2.9,2021
5724,Expenditure quintile 5 (high),HPIQ.SEQ5043,2,Property maintenance,subgroup,1223,1.4,3.2,2021
5725,Expenditure quintile 5 (high),HPIQ.SEQ5043,3,Property maintenance,subgroup,1243,1.6,4.2,2021
5726,Expenditure quintile 5 (high),HPIQ.SEQ5043,4,Property maintenance,subgroup,1278,2.8,6.9,2021
5727,Expenditure quintile 5 (high),HPIQ.SEQ5043,1,Property maintenance,subgroup,1300,1.7,7.8,2022
5728,Expenditure quintile 5 (high),HPIQ.SEQ5043,2,Property maintenance,subgroup,1327,2.1,8.5,2022
5729,Expenditure quintile 5 (high),HPIQ.SEQ5043,3,Property maintenance,subgroup,1353,2.0,8.8,2022
5730,Expenditure quintile 5 (high),HPIQ.SEQ5044,1,Property rates and related services,subgroup,1218,0.0,4.4,2019
5731,Expenditure quintile 5 (high),HPIQ.SEQ5044,2,Property rates and related services,subgroup,1218,0.0,4.4,2019
5732,Expenditure quintile 5 (high),HPIQ.SEQ5044,3,Property rates and related services,subgroup,1276,4.8,4.8,2019
5733,Expenditure quintile 5 (high),HPIQ.SEQ5044,4,Property rates and related services,subgroup,1277,0.1,4.8,2019
5734,Expenditure quintile 5 (high),HPIQ.SEQ5044,1,Property rates and related services,subgroup,1277,0.0,4.8,2020
5735,Expenditure quintile 5 (high),HPIQ.SEQ5044,2,Property rates and related services,subgroup,1278,0.1,4.9,2020
5736,Expenditure quintile 5 (high),HPIQ.SEQ5044,3,Property rates and related services,subgroup,1316,3.0,3.1,2020
5737,Expenditure quintile 5 (high),HPIQ.SEQ5044,4,Property rates and related services,subgroup,1316,0.0,3.1,2020
5738,Expenditure quintile 5 (high),HPIQ.SEQ5044,1,Property rates and related services,subgroup,1316,0.0,3.1,2021
5739,Expenditure quintile 5 (high),HPIQ.SEQ5044,2,Property rates and related services,subgroup,1316,0.0,3.0,2021
5740,Expenditure quintile 5 (high),HPIQ.SEQ5044,3,Property rates and related services,subgroup,1405,6.8,6.8,2021
5741,Expenditure quintile 5 (high),HPIQ.SEQ5044,4,Property rates and related services,subgroup,1406,0.1,6.8,2021
5742,Expenditure quintile 5 (high),HPIQ.SEQ5044,1,Property rates and related services,subgroup,1406,0.0,6.8,2022
5743,Expenditure quintile 5 (high),HPIQ.SEQ5044,2,Property rates and related services,subgroup,1407,0.1,6.9,2022
5744,Expenditure quintile 5 (high),HPIQ.SEQ5044,3,Property rates and related services,subgroup,1505,7.0,7.1,2022
5745,Expenditure quintile 5 (high),HPIQ.SEQ504403,1,Local authority rates and payments,class,1239,0.0,4.8,2019
5746,Expenditure quintile 5 (high),HPIQ.SEQ504403,2,Local authority rates and payments,class,1239,0.0,4.8,2019
5747,Expenditure quintile 5 (high),HPIQ.SEQ504403,3,Local authority rates and payments,class,1297,4.7,4.7,2019
5748,Expenditure quintile 5 (high),HPIQ.SEQ504403,4,Local authority rates and payments,class,1297,0.0,4.7,2019
5749,Expenditure quintile 5 (high),HPIQ.SEQ504403,1,Local authority rates and payments,class,1297,0.0,4.7,2020
5750,Expenditure quintile 5 (high),HPIQ.SEQ504403,2,Local authority rates and payments,class,1297,0.0,4.7,2020
5751,Expenditure quintile 5 (high),HPIQ.SEQ504403,3,Local authority rates and payments,class,1338,3.2,3.2,2020
5752,Expenditure quintile 5 (high),HPIQ.SEQ504403,4,Local authority rates and payments,class,1338,0.0,3.2,2020
5753,Expenditure quintile 5 (high),HPIQ.SEQ504403,1,Local authority rates and payments,class,1338,0.0,3.2,2021
5754,Expenditure quintile 5 (high),HPIQ.SEQ504403,2,Local authority rates and payments,class,1338,0.0,3.2,2021
5755,Expenditure quintile 5 (high),HPIQ.SEQ504403,3,Local authority rates and payments,class,1432,7.0,7.0,2021
5756,Expenditure quintile 5 (high),HPIQ.SEQ504403,4,Local authority rates and payments,class,1432,0.0,7.0,2021
5757,Expenditure quintile 5 (high),HPIQ.SEQ504403,1,Local authority rates and payments,class,1432,0.0,7.0,2022
5758,Expenditure quintile 5 (high),HPIQ.SEQ504403,2,Local authority rates and payments,class,1432,0.0,7.0,2022
5759,Expenditure quintile 5 (high),HPIQ.SEQ504403,3,Local authority rates and payments,class,1536,7.3,7.3,2022
5760,Expenditure quintile 5 (high),HPIQ.SEQ5045,1,Household energy,subgroup,1077,1.0,2.7,2019
5761,Expenditure quintile 5 (high),HPIQ.SEQ5045,2,Household energy,subgroup,1083,0.6,1.6,2019
5762,Expenditure quintile 5 (high),HPIQ.SEQ5045,3,Household energy,subgroup,1081,-0.2,1.5,2019
5763,Expenditure quintile 5 (high),HPIQ.SEQ5045,4,Household energy,subgroup,1084,0.3,1.7,2019
5764,Expenditure quintile 5 (high),HPIQ.SEQ5045,1,Household energy,subgroup,1095,1.0,1.7,2020
5765,Expenditure quintile 5 (high),HPIQ.SEQ5045,2,Household energy,subgroup,1100,0.5,1.6,2020
5766,Expenditure quintile 5 (high),HPIQ.SEQ5045,3,Household energy,subgroup,1100,0.0,1.8,2020
5767,Expenditure quintile 5 (high),HPIQ.SEQ5045,4,Household energy,subgroup,1090,-0.9,0.6,2020
5768,Expenditure quintile 5 (high),HPIQ.SEQ5045,1,Household energy,subgroup,1094,0.4,-0.1,2021
5769,Expenditure quintile 5 (high),HPIQ.SEQ5045,2,Household energy,subgroup,1098,0.4,-0.2,2021
5770,Expenditure quintile 5 (high),HPIQ.SEQ5045,3,Household energy,subgroup,1096,-0.2,-0.4,2021
5771,Expenditure quintile 5 (high),HPIQ.SEQ5045,4,Household energy,subgroup,1087,-0.8,-0.3,2021
5772,Expenditure quintile 5 (high),HPIQ.SEQ5045,1,Household energy,subgroup,1102,1.4,0.7,2022
5773,Expenditure quintile 5 (high),HPIQ.SEQ5045,2,Household energy,subgroup,1123,1.9,2.3,2022
5774,Expenditure quintile 5 (high),HPIQ.SEQ5045,3,Household energy,subgroup,1107,-1.4,1.0,2022
5775,Expenditure quintile 5 (high),HPIQ.SEQ504501,1,Electricity,class,1071,1.2,2.6,2019
5776,Expenditure quintile 5 (high),HPIQ.SEQ504501,2,Electricity,class,1076,0.5,1.4,2019
5777,Expenditure quintile 5 (high),HPIQ.SEQ504501,3,Electricity,class,1074,-0.2,1.3,2019
5778,Expenditure quintile 5 (high),HPIQ.SEQ504501,4,Electricity,class,1072,-0.2,1.3,2019
5779,Expenditure quintile 5 (high),HPIQ.SEQ504501,1,Electricity,class,1085,1.2,1.3,2020
5780,Expenditure quintile 5 (high),HPIQ.SEQ504501,2,Electricity,class,1090,0.5,1.3,2020
5781,Expenditure quintile 5 (high),HPIQ.SEQ504501,3,Electricity,class,1090,0.0,1.5,2020
5782,Expenditure quintile 5 (high),HPIQ.SEQ504501,4,Electricity,class,1079,-1.0,0.7,2020
5783,Expenditure quintile 5 (high),HPIQ.SEQ504501,1,Electricity,class,1083,0.4,-0.2,2021
5784,Expenditure quintile 5 (high),HPIQ.SEQ504501,2,Electricity,class,1087,0.4,-0.3,2021
5785,Expenditure quintile 5 (high),HPIQ.SEQ504501,3,Electricity,class,1084,-0.3,-0.6,2021
5786,Expenditure quintile 5 (high),HPIQ.SEQ504501,4,Electricity,class,1073,-1.0,-0.6,2021
5787,Expenditure quintile 5 (high),HPIQ.SEQ504501,1,Electricity,class,1089,1.5,0.6,2022
5788,Expenditure quintile 5 (high),HPIQ.SEQ504501,2,Electricity,class,1108,1.7,1.9,2022
5789,Expenditure quintile 5 (high),HPIQ.SEQ504501,3,Electricity,class,1088,-1.8,0.4,2022
5790,Expenditure quintile 5 (high),HPIQ.SEQ505,1,Household contents and services,group,1005,-0.3,-0.5,2019
5791,Expenditure quintile 5 (high),HPIQ.SEQ505,2,Household contents and services,group,1025,2.0,1.3,2019
5792,Expenditure quintile 5 (high),HPIQ.SEQ505,3,Household contents and services,group,1023,-0.2,0.3,2019
5793,Expenditure quintile 5 (high),HPIQ.SEQ505,4,Household contents and services,group,1029,0.6,2.1,2019
5794,Expenditure quintile 5 (high),HPIQ.SEQ505,1,Household contents and services,group,1024,-0.5,1.9,2020
5795,Expenditure quintile 5 (high),HPIQ.SEQ505,2,Household contents and services,group,1018,-0.6,-0.7,2020
5796,Expenditure quintile 5 (high),HPIQ.SEQ505,3,Household contents and services,group,1041,2.3,1.8,2020
5797,Expenditure quintile 5 (high),HPIQ.SEQ505,4,Household contents and services,group,1055,1.3,2.5,2020
5798,Expenditure quintile 5 (high),HPIQ.SEQ505,1,Household contents and services,group,1042,-1.2,1.8,2021
5799,Expenditure quintile 5 (high),HPIQ.SEQ505,2,Household contents and services,group,1055,1.2,3.6,2021
5800,Expenditure quintile 5 (high),HPIQ.SEQ505,3,Household contents and services,group,1072,1.6,3.0,2021
5801,Expenditure quintile 5 (high),HPIQ.SEQ505,4,Household contents and services,group,1095,2.1,3.8,2021
5802,Expenditure quintile 5 (high),HPIQ.SEQ505,1,Household contents and services,group,1100,0.5,5.6,2022
5803,Expenditure quintile 5 (high),HPIQ.SEQ505,2,Household contents and services,group,1130,2.7,7.1,2022
5804,Expenditure quintile 5 (high),HPIQ.SEQ505,3,Household contents and services,group,1147,1.5,7.0,2022
5805,Expenditure quintile 5 (high),HPIQ.SEQ5051,1,"Furniture, furnishings and floor coverings",subgroup,1017,-4.1,-2.3,2019
5806,Expenditure quintile 5 (high),HPIQ.SEQ5051,2,"Furniture, furnishings and floor coverings",subgroup,1047,2.9,1.1,2019
5807,Expenditure quintile 5 (high),HPIQ.SEQ5051,3,"Furniture, furnishings and floor coverings",subgroup,1041,-0.6,0.4,2019
5808,Expenditure quintile 5 (high),HPIQ.SEQ5051,4,"Furniture, furnishings and floor coverings",subgroup,1049,0.8,-1.1,2019
5809,Expenditure quintile 5 (high),HPIQ.SEQ5051,1,"Furniture, furnishings and floor coverings",subgroup,1035,-1.3,1.8,2020
5810,Expenditure quintile 5 (high),HPIQ.SEQ5051,2,"Furniture, furnishings and floor coverings",subgroup,1032,-0.3,-1.4,2020
5811,Expenditure quintile 5 (high),HPIQ.SEQ5051,3,"Furniture, furnishings and floor coverings",subgroup,1038,0.6,-0.3,2020
5812,Expenditure quintile 5 (high),HPIQ.SEQ5051,4,"Furniture, furnishings and floor coverings",subgroup,1086,4.6,3.5,2020
5813,Expenditure quintile 5 (high),HPIQ.SEQ5051,1,"Furniture, furnishings and floor coverings",subgroup,1060,-2.4,2.4,2021
5814,Expenditure quintile 5 (high),HPIQ.SEQ5051,2,"Furniture, furnishings and floor coverings",subgroup,1075,1.4,4.2,2021
5815,Expenditure quintile 5 (high),HPIQ.SEQ5051,3,"Furniture, furnishings and floor coverings",subgroup,1081,0.6,4.1,2021
5816,Expenditure quintile 5 (high),HPIQ.SEQ5051,4,"Furniture, furnishings and floor coverings",subgroup,1158,7.1,6.6,2021
5817,Expenditure quintile 5 (high),HPIQ.SEQ5051,1,"Furniture, furnishings and floor coverings",subgroup,1134,-2.1,7.0,2022
5818,Expenditure quintile 5 (high),HPIQ.SEQ5051,2,"Furniture, furnishings and floor coverings",subgroup,1167,2.9,8.6,2022
5819,Expenditure quintile 5 (high),HPIQ.SEQ5051,3,"Furniture, furnishings and floor coverings",subgroup,1182,1.3,9.3,2022
5820,Expenditure quintile 5 (high),HPIQ.SEQ5052,1,Household textiles,subgroup,958,-2.9,-6.4,2019
5821,Expenditure quintile 5 (high),HPIQ.SEQ5052,2,Household textiles,subgroup,1021,6.6,2.1,2019
5822,Expenditure quintile 5 (high),HPIQ.SEQ5052,3,Household textiles,subgroup,1029,0.8,-0.3,2019
5823,Expenditure quintile 5 (high),HPIQ.SEQ5052,4,Household textiles,subgroup,1022,-0.7,3.5,2019
5824,Expenditure quintile 5 (high),HPIQ.SEQ5052,1,Household textiles,subgroup,1017,-0.5,6.2,2020
5825,Expenditure quintile 5 (high),HPIQ.SEQ5052,2,Household textiles,subgroup,986,-3.0,-3.4,2020
5826,Expenditure quintile 5 (high),HPIQ.SEQ5052,3,Household textiles,subgroup,1037,5.2,0.8,2020
5827,Expenditure quintile 5 (high),HPIQ.SEQ5052,4,Household textiles,subgroup,1048,1.1,2.5,2020
5828,Expenditure quintile 5 (high),HPIQ.SEQ5052,1,Household textiles,subgroup,980,-6.5,-3.6,2021
5829,Expenditure quintile 5 (high),HPIQ.SEQ5052,2,Household textiles,subgroup,1021,4.2,3.5,2021
5830,Expenditure quintile 5 (high),HPIQ.SEQ5052,3,Household textiles,subgroup,1071,4.9,3.3,2021
5831,Expenditure quintile 5 (high),HPIQ.SEQ5052,4,Household textiles,subgroup,1051,-1.9,0.3,2021
5832,Expenditure quintile 5 (high),HPIQ.SEQ5052,1,Household textiles,subgroup,1034,-1.6,5.5,2022
5833,Expenditure quintile 5 (high),HPIQ.SEQ5052,2,Household textiles,subgroup,1088,5.2,6.6,2022
5834,Expenditure quintile 5 (high),HPIQ.SEQ5052,3,Household textiles,subgroup,1054,-3.1,-1.6,2022
5835,Expenditure quintile 5 (high),HPIQ.SEQ5053,1,Household appliances,subgroup,988,2.5,1.3,2019
5836,Expenditure quintile 5 (high),HPIQ.SEQ5053,2,Household appliances,subgroup,1020,3.2,3.6,2019
5837,Expenditure quintile 5 (high),HPIQ.SEQ5053,3,Household appliances,subgroup,1007,-1.3,2.8,2019
5838,Expenditure quintile 5 (high),HPIQ.SEQ5053,4,Household appliances,subgroup,1017,1.0,5.5,2019
5839,Expenditure quintile 5 (high),HPIQ.SEQ5053,1,Household appliances,subgroup,996,-2.1,0.8,2020
5840,Expenditure quintile 5 (high),HPIQ.SEQ5053,2,Household appliances,subgroup,968,-2.8,-5.1,2020
5841,Expenditure quintile 5 (high),HPIQ.SEQ5053,3,Household appliances,subgroup,1020,5.4,1.3,2020
5842,Expenditure quintile 5 (high),HPIQ.SEQ5053,4,Household appliances,subgroup,1025,0.5,0.8,2020
5843,Expenditure quintile 5 (high),HPIQ.SEQ5053,1,Household appliances,subgroup,1034,0.9,3.8,2021
5844,Expenditure quintile 5 (high),HPIQ.SEQ5053,2,Household appliances,subgroup,1027,-0.7,6.1,2021
5845,Expenditure quintile 5 (high),HPIQ.SEQ5053,3,Household appliances,subgroup,1051,2.3,3.0,2021
5846,Expenditure quintile 5 (high),HPIQ.SEQ5053,4,Household appliances,subgroup,1039,-1.1,1.4,2021
5847,Expenditure quintile 5 (high),HPIQ.SEQ5053,1,Household appliances,subgroup,1065,2.5,3.0,2022
5848,Expenditure quintile 5 (high),HPIQ.SEQ5053,2,Household appliances,subgroup,1086,2.0,5.7,2022
5849,Expenditure quintile 5 (high),HPIQ.SEQ5053,3,Household appliances,subgroup,1096,0.9,4.3,2022
5850,Expenditure quintile 5 (high),HPIQ.SEQ5054,1,"Glassware, tableware and household utensils",subgroup,1002,5.4,3.0,2019
5851,Expenditure quintile 5 (high),HPIQ.SEQ5054,2,"Glassware, tableware and household utensils",subgroup,980,-2.2,-1.9,2019
5852,Expenditure quintile 5 (high),HPIQ.SEQ5054,3,"Glassware, tableware and household utensils",subgroup,979,-0.1,-4.7,2019
5853,Expenditure quintile 5 (high),HPIQ.SEQ5054,4,"Glassware, tableware and household utensils",subgroup,1006,2.8,5.8,2019
5854,Expenditure quintile 5 (high),HPIQ.SEQ5054,1,"Glassware, tableware and household utensils",subgroup,1018,1.2,1.6,2020
5855,Expenditure quintile 5 (high),HPIQ.SEQ5054,2,"Glassware, tableware and household utensils",subgroup,1019,0.1,4.0,2020
5856,Expenditure quintile 5 (high),HPIQ.SEQ5054,3,"Glassware, tableware and household utensils",subgroup,1058,3.8,8.1,2020
5857,Expenditure quintile 5 (high),HPIQ.SEQ5054,4,"Glassware, tableware and household utensils",subgroup,1052,-0.6,4.6,2020
5858,Expenditure quintile 5 (high),HPIQ.SEQ5054,1,"Glassware, tableware and household utensils",subgroup,1028,-2.3,1.0,2021
5859,Expenditure quintile 5 (high),HPIQ.SEQ5054,2,"Glassware, tableware and household utensils",subgroup,1024,-0.4,0.5,2021
5860,Expenditure quintile 5 (high),HPIQ.SEQ5054,3,"Glassware, tableware and household utensils",subgroup,1033,0.9,-2.4,2021
5861,Expenditure quintile 5 (high),HPIQ.SEQ5054,4,"Glassware, tableware and household utensils",subgroup,1023,-1.0,-2.8,2021
5862,Expenditure quintile 5 (high),HPIQ.SEQ5054,1,"Glassware, tableware and household utensils",subgroup,1012,-1.1,-1.6,2022
5863,Expenditure quintile 5 (high),HPIQ.SEQ5054,2,"Glassware, tableware and household utensils",subgroup,1052,4.0,2.7,2022
5864,Expenditure quintile 5 (high),HPIQ.SEQ5054,3,"Glassware, tableware and household utensils",subgroup,1096,4.2,6.1,2022
5865,Expenditure quintile 5 (high),HPIQ.SEQ5055,1,Tools and equipment for house and garden,subgroup,995,2.2,-1.3,2019
5866,Expenditure quintile 5 (high),HPIQ.SEQ5055,2,Tools and equipment for house and garden,subgroup,988,-0.7,-0.8,2019
5867,Expenditure quintile 5 (high),HPIQ.SEQ5055,3,Tools and equipment for house and garden,subgroup,992,0.4,0.7,2019
5868,Expenditure quintile 5 (high),HPIQ.SEQ5055,4,Tools and equipment for house and garden,subgroup,994,0.2,2.1,2019
5869,Expenditure quintile 5 (high),HPIQ.SEQ5055,1,Tools and equipment for house and garden,subgroup,981,-1.3,-1.4,2020
5870,Expenditure quintile 5 (high),HPIQ.SEQ5055,2,Tools and equipment for house and garden,subgroup,978,-0.3,-1.0,2020
5871,Expenditure quintile 5 (high),HPIQ.SEQ5055,3,Tools and equipment for house and garden,subgroup,987,0.9,-0.5,2020
5872,Expenditure quintile 5 (high),HPIQ.SEQ5055,4,Tools and equipment for house and garden,subgroup,989,0.2,-0.5,2020
5873,Expenditure quintile 5 (high),HPIQ.SEQ5055,1,Tools and equipment for house and garden,subgroup,995,0.6,1.4,2021
5874,Expenditure quintile 5 (high),HPIQ.SEQ5055,2,Tools and equipment for house and garden,subgroup,997,0.2,1.9,2021
5875,Expenditure quintile 5 (high),HPIQ.SEQ5055,3,Tools and equipment for house and garden,subgroup,1002,0.5,1.5,2021
5876,Expenditure quintile 5 (high),HPIQ.SEQ5055,4,Tools and equipment for house and garden,subgroup,1038,3.6,5.0,2021
5877,Expenditure quintile 5 (high),HPIQ.SEQ5055,1,Tools and equipment for house and garden,subgroup,1052,1.3,5.7,2022
5878,Expenditure quintile 5 (high),HPIQ.SEQ5055,2,Tools and equipment for house and garden,subgroup,1087,3.3,9.0,2022
5879,Expenditure quintile 5 (high),HPIQ.SEQ5055,3,Tools and equipment for house and garden,subgroup,1111,2.2,10.9,2022
5880,Expenditure quintile 5 (high),HPIQ.SEQ5056,1,Other household supplies and services,subgroup,1016,-0.3,1.8,2019
5881,Expenditure quintile 5 (high),HPIQ.SEQ5056,2,Other household supplies and services,subgroup,1033,1.7,2.4,2019
5882,Expenditure quintile 5 (high),HPIQ.SEQ5056,3,Other household supplies and services,subgroup,1033,0.0,0.8,2019
5883,Expenditure quintile 5 (high),HPIQ.SEQ5056,4,Other household supplies and services,subgroup,1036,0.3,1.7,2019
5884,Expenditure quintile 5 (high),HPIQ.SEQ5056,1,Other household supplies and services,subgroup,1048,1.2,3.1,2020
5885,Expenditure quintile 5 (high),HPIQ.SEQ5056,2,Other household supplies and services,subgroup,1056,0.8,2.2,2020
5886,Expenditure quintile 5 (high),HPIQ.SEQ5056,3,Other household supplies and services,subgroup,1061,0.5,2.7,2020
5887,Expenditure quintile 5 (high),HPIQ.SEQ5056,4,Other household supplies and services,subgroup,1056,-0.5,1.9,2020
5888,Expenditure quintile 5 (high),HPIQ.SEQ5056,1,Other household supplies and services,subgroup,1063,0.7,1.4,2021
5889,Expenditure quintile 5 (high),HPIQ.SEQ5056,2,Other household supplies and services,subgroup,1087,2.3,2.9,2021
5890,Expenditure quintile 5 (high),HPIQ.SEQ5056,3,Other household supplies and services,subgroup,1095,0.7,3.2,2021
5891,Expenditure quintile 5 (high),HPIQ.SEQ5056,4,Other household supplies and services,subgroup,1118,2.1,5.9,2021
5892,Expenditure quintile 5 (high),HPIQ.SEQ5056,1,Other household supplies and services,subgroup,1146,2.5,7.8,2022
5893,Expenditure quintile 5 (high),HPIQ.SEQ5056,2,Other household supplies and services,subgroup,1165,1.7,7.2,2022
5894,Expenditure quintile 5 (high),HPIQ.SEQ5056,3,Other household supplies and services,subgroup,1205,3.4,10.0,2022
5895,Expenditure quintile 5 (high),HPIQ.SEQ506,1,Health,group,1059,-0.3,0.7,2019
5896,Expenditure quintile 5 (high),HPIQ.SEQ506,2,Health,group,1067,0.8,1.9,2019
5897,Expenditure quintile 5 (high),HPIQ.SEQ506,3,Health,group,1069,0.2,1.0,2019
5898,Expenditure quintile 5 (high),HPIQ.SEQ506,4,Health,group,1075,0.6,1.2,2019
5899,Expenditure quintile 5 (high),HPIQ.SEQ506,1,Health,group,1077,0.2,1.7,2020
5900,Expenditure quintile 5 (high),HPIQ.SEQ506,2,Health,group,1082,0.5,1.4,2020
5901,Expenditure quintile 5 (high),HPIQ.SEQ506,3,Health,group,1090,0.7,2.0,2020
5902,Expenditure quintile 5 (high),HPIQ.SEQ506,4,Health,group,1095,0.5,1.9,2020
5903,Expenditure quintile 5 (high),HPIQ.SEQ506,1,Health,group,1101,0.5,2.2,2021
5904,Expenditure quintile 5 (high),HPIQ.SEQ506,2,Health,group,1110,0.8,2.6,2021
5905,Expenditure quintile 5 (high),HPIQ.SEQ506,3,Health,group,1118,0.7,2.6,2021
5906,Expenditure quintile 5 (high),HPIQ.SEQ506,4,Health,group,1128,0.9,3.0,2021
5907,Expenditure quintile 5 (high),HPIQ.SEQ506,1,Health,group,1136,0.7,3.2,2022
5908,Expenditure quintile 5 (high),HPIQ.SEQ506,2,Health,group,1156,1.8,4.1,2022
5909,Expenditure quintile 5 (high),HPIQ.SEQ506,3,Health,group,1171,1.3,4.7,2022
5910,Expenditure quintile 5 (high),HPIQ.SEQ5061,1,"Medical products, appliances and equipment",subgroup,990,-1.1,-1.4,2019
5911,Expenditure quintile 5 (high),HPIQ.SEQ5061,2,"Medical products, appliances and equipment",subgroup,1004,1.4,1.5,2019
5912,Expenditure quintile 5 (high),HPIQ.SEQ5061,3,"Medical products, appliances and equipment",subgroup,997,-0.7,-0.4,2019
5913,Expenditure quintile 5 (high),HPIQ.SEQ5061,4,"Medical products, appliances and equipment",subgroup,1002,0.5,0.1,2019
5914,Expenditure quintile 5 (high),HPIQ.SEQ5061,1,"Medical products, appliances and equipment",subgroup,1007,0.5,1.7,2020
5915,Expenditure quintile 5 (high),HPIQ.SEQ5061,2,"Medical products, appliances and equipment",subgroup,1013,0.6,0.9,2020
