protocol id,series_ref,quarter,expenditures,groups,index,quarterly,annually,year,ID
Maori,HPIQ.SMAO052,4,Household textiles,subgroup,1101,3.4,6.3,2020,40762
Maori,HPIQ.SMAO053,1,Household appliances,subgroup,997,-3.5,-0.6,2020,40813
Maori,HPIQ.SMAO053,2,Household appliances,subgroup,971,-2.6,-5.9,2020,40814
Maori,HPIQ.SMAO053,3,Household appliances,subgroup,1045,7.6,0.7,2020,40815
Maori,HPIQ.SMAO053,4,Household appliances,subgroup,1039,-0.6,0.6,2020,40816
Maori,HPIQ.SMAO054,1,"Glassware, tableware and household utensils",subgroup,1020,0.5,5.9,2020,40867
Maori,HPIQ.SMAO054,2,"Glassware, tableware and household utensils",subgroup,1025,0.5,-1.5,2020,40868
Maori,HPIQ.SMAO054,3,"Glassware, tableware and household utensils",subgroup,1054,2.8,2.4,2020,40869
Maori,HPIQ.SMAO054,4,"Glassware, tableware and household utensils",subgroup,1036,-1.7,2.1,2020,40870
Maori,HPIQ.SMAO055,1,Tools and equipment for house and garden,subgroup,989,-1.2,-1.3,2020,40921
Maori,HPIQ.SMAO055,2,Tools and equipment for house and garden,subgroup,985,-0.4,-1,2020,40922
Maori,HPIQ.SMAO055,3,Tools and equipment for house and garden,subgroup,995,1,-0.9,2020,40923
Maori,HPIQ.SMAO055,4,Tools and equipment for house and garden,subgroup,997,0.2,-0.4,2020,40924
Maori,HPIQ.SMAO056,1,Other household supplies and services,subgroup,978,0.5,1.9,2020,40975
Maori,HPIQ.SMAO056,2,Other household supplies and services,subgroup,988,1,0.7,2020,40976
Maori,HPIQ.SMAO056,3,Other household supplies and services,subgroup,983,-0.5,1.3,2020,40977
Maori,HPIQ.SMAO056,4,Other household supplies and services,subgroup,968,-1.5,-0.5,2020,40978
Maori,HPIQ.SMAO06,1,Health,group,1063,0.3,1.7,2020,41029
Maori,HPIQ.SMAO06,2,Health,group,1070,0.7,1.9,2020,41030
Maori,HPIQ.SMAO06,3,Health,group,1076,0.6,2.3,2020,41031
Maori,HPIQ.SMAO06,4,Health,group,1081,0.5,2,2020,41032
Maori,HPIQ.SMAO061,1,"Medical products, appliances and equipment",subgroup,1016,0.7,2,2020,41083
Maori,HPIQ.SMAO061,2,"Medical products, appliances and equipment",subgroup,1024,0.8,1.7,2020,41084
Maori,HPIQ.SMAO061,3,"Medical products, appliances and equipment",subgroup,1016,-0.8,1.9,2020,41085
Maori,HPIQ.SMAO061,4,"Medical products, appliances and equipment",subgroup,1016,0,0.7,2020,41086
Maori,HPIQ.SMAO062,1,Out-patient services,subgroup,1078,0.1,1.6,2020,41137
Maori,HPIQ.SMAO062,2,Out-patient services,subgroup,1084,0.6,1.9,2020,41138
Maori,HPIQ.SMAO062,3,Out-patient services,subgroup,1097,1.2,2.3,2020,41139
Maori,HPIQ.SMAO062,4,Out-patient services,subgroup,1104,0.6,2.5,2020,41140
Maori,HPIQ.SMAO063,1,Hospital services,subgroup,1186,0,2.9,2020,41191
Maori,HPIQ.SMAO063,2,Hospital services,subgroup,1186,0,2.7,2020,41192
Maori,HPIQ.SMAO063,3,Hospital services,subgroup,1208,1.9,2.8,2020,41193
Maori,HPIQ.SMAO063,4,Hospital services,subgroup,1221,1.1,3,2020,41194
Maori,HPIQ.SMAO07,1,Transport,group,949,-1.4,2.7,2020,41245
Maori,HPIQ.SMAO07,2,Transport,group,897,-5.5,-4.1,2020,41246
Maori,HPIQ.SMAO07,3,Transport,group,911,1.6,-3.2,2020,41247
Maori,HPIQ.SMAO07,4,Transport,group,930,2.1,-3.3,2020,41248
Maori,HPIQ.SMAO071,1,Purchase of vehicles,subgroup,988,1.4,-1.9,2020,41299
Maori,HPIQ.SMAO071,2,Purchase of vehicles,subgroup,975,-1.3,-0.3,2020,41300
Maori,HPIQ.SMAO071,3,Purchase of vehicles,subgroup,978,0.3,-0.2,2020,41301
Maori,HPIQ.SMAO071,4,Purchase of vehicles,subgroup,1014,3.7,4.1,2020,41302
Maori,HPIQ.SMAO072,1,Private transport supplies and services,subgroup,955,-1.2,4.6,2020,41353
Maori,HPIQ.SMAO072,2,Private transport supplies and services,subgroup,880,-7.9,-7.6,2020,41354
Maori,HPIQ.SMAO072,3,Private transport supplies and services,subgroup,889,1,-6.9,2020,41355
Maori,HPIQ.SMAO072,4,Private transport supplies and services,subgroup,891,0.2,-7.9,2020,41356
Maori,HPIQ.SMAO07202,1,Petrol,class,993,-2.3,4.7,2020,41407
Maori,HPIQ.SMAO07202,2,Petrol,class,877,-11.7,-12.7,2020,41408
Maori,HPIQ.SMAO07202,3,Petrol,class,887,1.1,-11.1,2020,41409
Maori,HPIQ.SMAO07202,4,Petrol,class,889,0.2,-12.5,2020,41410
Maori,HPIQ.SMAO073,1,Passenger transport services,subgroup,995,-5.3,1.9,2020,41461
Maori,HPIQ.SMAO073,2,Passenger transport services,subgroup,982,-1.3,5.8,2020,41462
Maori,HPIQ.SMAO073,3,Passenger transport services,subgroup,1049,6.8,9.8,2020,41463
Maori,HPIQ.SMAO073,4,Passenger transport services,subgroup,1145,9.2,8.9,2020,41464
Maori,HPIQ.SMAO08,1,Communication,group,848,-0.2,-3.5,2020,41515
Maori,HPIQ.SMAO08,2,Communication,group,851,0.4,-2.5,2020,41516
Maori,HPIQ.SMAO08,3,Communication,group,844,-0.8,-2.3,2020,41517
Maori,HPIQ.SMAO08,4,Communication,group,839,-0.6,-1.3,2020,41518
Maori,HPIQ.SMAO081,1,Postal services,subgroup,1241,0.5,1.1,2020,41569
Maori,HPIQ.SMAO081,2,Postal services,subgroup,1245,0.3,0.2,2020,41570
Maori,HPIQ.SMAO081,3,Postal services,subgroup,1246,0.1,0.6,2020,41571
Maori,HPIQ.SMAO081,4,Postal services,subgroup,1246,0,0.9,2020,41572
Maori,HPIQ.SMAO082,1,Telecommunication equipment,subgroup,374,7.2,-6.7,2020,41623
Maori,HPIQ.SMAO082,2,Telecommunication equipment,subgroup,403,7.8,11.3,2020,41624
Maori,HPIQ.SMAO082,3,Telecommunication equipment,subgroup,344,-14.6,-2,2020,41625
Maori,HPIQ.SMAO082,4,Telecommunication equipment,subgroup,371,7.8,6.3,2020,41626
Maori,HPIQ.SMAO083,1,Telecommunication services,subgroup,891,-0.9,-3.3,2020,41677
Maori,HPIQ.SMAO083,2,Telecommunication services,subgroup,887,-0.4,-3.9,2020,41678
Maori,HPIQ.SMAO083,3,Telecommunication services,subgroup,888,0.1,-3,2020,41679
Maori,HPIQ.SMAO083,4,Telecommunication services,subgroup,878,-1.1,-2.3,2020,41680
Maori,HPIQ.SMAO09,1,Recreation and culture,group,991,-0.1,1.1,2020,41731
Maori,HPIQ.SMAO09,2,Recreation and culture,group,977,-1.4,0.2,2020,41732
Maori,HPIQ.SMAO09,3,Recreation and culture,group,978,0.1,-0.6,2020,41733
Maori,HPIQ.SMAO09,4,Recreation and culture,group,1013,3.6,2.1,2020,41734
Maori,HPIQ.SMAO091,1,Audio-visual and computing equipment,subgroup,486,-7.3,-13.7,2020,41785
Maori,HPIQ.SMAO091,2,Audio-visual and computing equipment,subgroup,462,-4.9,-9.8,2020,41786
Maori,HPIQ.SMAO091,3,Audio-visual and computing equipment,subgroup,475,2.8,-9.5,2020,41787
Maori,HPIQ.SMAO091,4,Audio-visual and computing equipment,subgroup,501,5.5,-4.4,2020,41788
Maori,HPIQ.SMAO092,1,Major recreational and cultural equipment,subgroup,1059,-0.4,0.5,2020,41839
Maori,HPIQ.SMAO092,2,Major recreational and cultural equipment,subgroup,1054,-0.5,-0.5,2020,41840
Maori,HPIQ.SMAO092,3,Major recreational and cultural equipment,subgroup,1065,1,-0.7,2020,41841
Maori,HPIQ.SMAO092,4,Major recreational and cultural equipment,subgroup,1067,0.2,0.4,2020,41842
Maori,HPIQ.SMAO093,1,Other recreational equipment and supplies,subgroup,1038,0.6,1.3,2020,41893
Maori,HPIQ.SMAO093,2,Other recreational equipment and supplies,subgroup,1046,0.8,1.2,2020,41894
Maori,HPIQ.SMAO093,3,Other recreational equipment and supplies,subgroup,1034,-1.1,0.4,2020,41895
Maori,HPIQ.SMAO093,4,Other recreational equipment and supplies,subgroup,1049,1.5,1.6,2020,41896
Maori,HPIQ.SMAO094,1,Recreational and cultural services,subgroup,1048,0.2,2,2020,41947
Maori,HPIQ.SMAO094,2,Recreational and cultural services,subgroup,1035,-1.2,-0.2,2020,41948
Maori,HPIQ.SMAO094,3,Recreational and cultural services,subgroup,1050,1.4,0.3,2020,41949
Maori,HPIQ.SMAO094,4,Recreational and cultural services,subgroup,1066,1.5,1.9,2020,41950
Maori,HPIQ.SMAO095,1,"Newspapers, books and stationery",subgroup,1256,0,4.7,2020,42001
Maori,HPIQ.SMAO095,2,"Newspapers, books and stationery",subgroup,1272,1.3,4.8,2020,42002
Maori,HPIQ.SMAO095,3,"Newspapers, books and stationery",subgroup,1265,-0.6,1.9,2020,42003
Maori,HPIQ.SMAO095,4,"Newspapers, books and stationery",subgroup,1304,3.1,3.8,2020,42004
Maori,HPIQ.SMAO096,1,Accommodation services,subgroup,1335,2.9,7.5,2020,42055
Maori,HPIQ.SMAO096,2,Accommodation services,subgroup,1256,-5.9,3.4,2020,42056
Maori,HPIQ.SMAO096,3,Accommodation services,subgroup,1222,-2.7,-0.8,2020,42057
Maori,HPIQ.SMAO096,4,Accommodation services,subgroup,1413,15.6,8.9,2020,42058
Maori,HPIQ.SMAO10,1,Education,group,1030,-2.2,-1.2,2020,42109
Maori,HPIQ.SMAO10,2,Education,group,1030,0,-1.2,2020,42110
Maori,HPIQ.SMAO10,3,Education,group,1053,2.2,0,2020,42111
Maori,HPIQ.SMAO10,4,Education,group,1055,0.2,0.2,2020,42112
Maori,HPIQ.SMAO101,1,Early childhood education,subgroup,1134,0,3.4,2020,42163
Maori,HPIQ.SMAO101,2,Early childhood education,subgroup,1134,0,3.4,2020,42164
Maori,HPIQ.SMAO101,3,Early childhood education,subgroup,1182,4.2,4.2,2020,42165
Maori,HPIQ.SMAO101,4,Early childhood education,subgroup,1186,0.3,4.6,2020,42166
Maori,HPIQ.SMAO102,1,Primary and secondary education,subgroup,1051,-8.4,-8.4,2020,42217
Maori,HPIQ.SMAO102,2,Primary and secondary education,subgroup,1051,0,-8.4,2020,42218
Maori,HPIQ.SMAO102,3,Primary and secondary education,subgroup,1051,0,-8.4,2020,42219
Maori,HPIQ.SMAO102,4,Primary and secondary education,subgroup,1051,0,-8.4,2020,42220
Maori,HPIQ.SMAO103,1,Tertiary and other post school education,subgroup,912,0.3,0.3,2020,42271
Maori,HPIQ.SMAO103,2,Tertiary and other post school education,subgroup,912,0,0.3,2020,42272
Maori,HPIQ.SMAO103,3,Tertiary and other post school education,subgroup,912,0,0.3,2020,42273
Maori,HPIQ.SMAO103,4,Tertiary and other post school education,subgroup,912,0,0.3,2020,42274
Maori,HPIQ.SMAO104,1,Other educational fees,subgroup,1139,-2.1,-2.1,2020,42325
Maori,HPIQ.SMAO104,2,Other educational fees,subgroup,1139,0,-2.1,2020,42326
Maori,HPIQ.SMAO104,3,Other educational fees,subgroup,1139,0,-2.1,2020,42327
Maori,HPIQ.SMAO104,4,Other educational fees,subgroup,1139,0,-2.1,2020,42328
Maori,HPIQ.SMAO11,1,Miscellaneous goods and services,group,1131,0.4,3.3,2020,42379
Maori,HPIQ.SMAO11,2,Miscellaneous goods and services,group,1136,0.4,2.4,2020,42380
Maori,HPIQ.SMAO11,3,Miscellaneous goods and services,group,1135,-0.1,1.7,2020,42381
Maori,HPIQ.SMAO11,4,Miscellaneous goods and services,group,1139,0.4,1.2,2020,42382
Maori,HPIQ.SMAO111,1,Personal care,subgroup,973,0.7,2,2020,42433
Maori,HPIQ.SMAO111,2,Personal care,subgroup,974,0.1,1.8,2020,42434
Maori,HPIQ.SMAO111,3,Personal care,subgroup,955,-2,-0.2,2020,42435
Maori,HPIQ.SMAO111,4,Personal care,subgroup,955,0,-1.1,2020,42436
Maori,HPIQ.SMAO113,1,Personal effects,subgroup,1137,-0.7,4,2020,42487
Maori,HPIQ.SMAO113,2,Personal effects,subgroup,1129,-0.7,3.4,2020,42488
Maori,HPIQ.SMAO113,3,Personal effects,subgroup,1147,1.6,5.2,2020,42489
Maori,HPIQ.SMAO113,4,Personal effects,subgroup,1149,0.2,0.3,2020,42490
Maori,HPIQ.SMAO114,1,Insurance,subgroup,1245,0.5,4.4,2020,42541
Maori,HPIQ.SMAO114,2,Insurance,subgroup,1252,0.6,3.1,2020,42542
Maori,HPIQ.SMAO114,3,Insurance,subgroup,1255,0.2,2,2020,42543
Maori,HPIQ.SMAO114,4,Insurance,subgroup,1257,0.2,1.5,2020,42544
Maori,HPIQ.SMAO115,1,Credit services,subgroup,763,0,-5.8,2020,42595
Maori,HPIQ.SMAO115,2,Credit services,subgroup,763,0,-5.5,2020,42596
Maori,HPIQ.SMAO115,3,Credit services,subgroup,762,-0.1,-1.7,2020,42597
Maori,HPIQ.SMAO115,4,Credit services,subgroup,763,0.1,0,2020,42598
Maori,HPIQ.SMAO116,1,Other miscellaneous services,subgroup,1098,0.5,1.8,2020,42649
Maori,HPIQ.SMAO116,2,Other miscellaneous services,subgroup,1102,0.4,1.4,2020,42650
Maori,HPIQ.SMAO116,3,Other miscellaneous services,subgroup,1117,1.4,2.4,2020,42651
Maori,HPIQ.SMAO116,4,Other miscellaneous services,subgroup,1129,1.1,3.3,2020,42652
Maori,HPIQ.SMAO13,1,Interest payments,group,1023,-0.6,-6.3,2020,42703
Maori,HPIQ.SMAO13,2,Interest payments,group,999,-2.3,-7.4,2020,42704
Maori,HPIQ.SMAO13,3,Interest payments,group,940,-5.9,-10.6,2020,42705
Maori,HPIQ.SMAO13,4,Interest payments,group,906,-3.6,-12,2020,42706
Maori,HPIQ.SMAO131,1,Interest payments,subgroup,1023,-0.6,-6.3,2020,42757
Maori,HPIQ.SMAO131,2,Interest payments,subgroup,999,-2.3,-7.4,2020,42758
Maori,HPIQ.SMAO131,3,Interest payments,subgroup,940,-5.9,-10.6,2020,42759
Maori,HPIQ.SMAO131,4,Interest payments,subgroup,906,-3.6,-12,2020,42760
Maori,HPIQ.SMAOA,1,All groups,All groups,1093,1.1,2.6,2020,42811
Maori,HPIQ.SMAOA,2,All groups,All groups,1088,-0.5,1.6,2020,42812
Maori,HPIQ.SMAOA,3,All groups,All groups,1091,0.3,1.3,2020,42813
Maori,HPIQ.SMAOA,4,All groups,All groups,1094,0.3,1.2,2020,42814
Superannuitant,HPIQ.SSUP01,1,Food,group,1066,2.1,3.2,2020,42865
Superannuitant,HPIQ.SSUP01,2,Food,group,1075,0.8,3.8,2020,42866
Superannuitant,HPIQ.SSUP01,3,Food,group,1091,1.5,3.9,2020,42867
Superannuitant,HPIQ.SSUP01,4,Food,group,1068,-2.1,2.3,2020,42868
Superannuitant,HPIQ.SSUP011,1,Fruit and vegetables,subgroup,1055,4.5,0.5,2020,42919
Superannuitant,HPIQ.SSUP011,2,Fruit and vegetables,subgroup,1094,3.7,4.3,2020,42920
Superannuitant,HPIQ.SSUP011,3,Fruit and vegetables,subgroup,1219,11.4,14,2020,42921
Superannuitant,HPIQ.SSUP011,4,Fruit and vegetables,subgroup,1084,-11.1,7.3,2020,42922
Superannuitant,HPIQ.SSUP012,1,"Meat, poultry and fish",subgroup,1114,1.5,7.3,2020,42973
Superannuitant,HPIQ.SSUP012,2,"Meat, poultry and fish",subgroup,1098,-1.4,5.5,2020,42974
Superannuitant,HPIQ.SSUP012,3,"Meat, poultry and fish",subgroup,1104,0.5,2.6,2020,42975
Superannuitant,HPIQ.SSUP012,4,"Meat, poultry and fish",subgroup,1098,-0.5,0.1,2020,42976
Superannuitant,HPIQ.SSUP013,1,Grocery food,subgroup,1029,1.9,2.8,2020,43027
Superannuitant,HPIQ.SSUP013,2,Grocery food,subgroup,1036,0.7,3.5,2020,43028
Superannuitant,HPIQ.SSUP013,3,Grocery food,subgroup,1019,-1.6,1.2,2020,43029
Superannuitant,HPIQ.SSUP013,4,Grocery food,subgroup,1017,-0.2,0.7,2020,43030
Superannuitant,HPIQ.SSUP014,1,Non-alcoholic beverages,subgroup,1054,2,2,2020,43081
Superannuitant,HPIQ.SSUP014,2,Non-alcoholic beverages,subgroup,1050,-0.4,1.4,2020,43082
Superannuitant,HPIQ.SSUP014,3,Non-alcoholic beverages,subgroup,1049,-0.1,-0.6,2020,43083
Superannuitant,HPIQ.SSUP014,4,Non-alcoholic beverages,subgroup,1042,-0.7,0.9,2020,43084
Superannuitant,HPIQ.SSUP015,1,Restaurant meals and ready-to-eat food,subgroup,1150,0.9,3.7,2020,43135
Superannuitant,HPIQ.SSUP015,2,Restaurant meals and ready-to-eat food,subgroup,1166,1.4,3.7,2020,43136
Superannuitant,HPIQ.SSUP015,3,Restaurant meals and ready-to-eat food,subgroup,1176,0.9,3.9,2020,43137
Superannuitant,HPIQ.SSUP015,4,Restaurant meals and ready-to-eat food,subgroup,1182,0.5,3.7,2020,43138
Superannuitant,HPIQ.SSUP02,1,Alcoholic beverages and tobacco,group,1203,4.2,4.2,2020,43189
Superannuitant,HPIQ.SSUP02,2,Alcoholic beverages and tobacco,group,1210,0.6,4.4,2020,43190
Superannuitant,HPIQ.SSUP02,3,Alcoholic beverages and tobacco,group,1213,0.2,4.4,2020,43191
Superannuitant,HPIQ.SSUP02,4,Alcoholic beverages and tobacco,group,1216,0.2,5.3,2020,43192
Superannuitant,HPIQ.SSUP021,1,Alcoholic beverages,subgroup,1040,1.1,1.3,2020,43243
Superannuitant,HPIQ.SSUP021,2,Alcoholic beverages,subgroup,1051,1.1,1.6,2020,43244
Superannuitant,HPIQ.SSUP021,3,Alcoholic beverages,subgroup,1054,0.3,1.6,2020,43245
Superannuitant,HPIQ.SSUP021,4,Alcoholic beverages,subgroup,1054,0,2.4,2020,43246
Superannuitant,HPIQ.SSUP022,1,Cigarettes and tobacco,subgroup,1820,11.5,11.5,2020,43297
Superannuitant,HPIQ.SSUP022,2,Cigarettes and tobacco,subgroup,1813,-0.4,11,2020,43298
Superannuitant,HPIQ.SSUP022,3,Cigarettes and tobacco,subgroup,1817,0.2,11.3,2020,43299
Superannuitant,HPIQ.SSUP022,4,Cigarettes and tobacco,subgroup,1827,0.6,11.9,2020,43300
Superannuitant,HPIQ.SSUP03,1,Clothing and footwear,group,1015,0.1,1.2,2020,43351
Superannuitant,HPIQ.SSUP03,2,Clothing and footwear,group,974,-4,-3.8,2020,43352
Superannuitant,HPIQ.SSUP03,3,Clothing and footwear,group,983,0.9,-2.4,2020,43353
Superannuitant,HPIQ.SSUP03,4,Clothing and footwear,group,1002,1.9,-1.2,2020,43354
Superannuitant,HPIQ.SSUP031,1,Clothing,subgroup,1017,0.2,1.7,2020,43405
Superannuitant,HPIQ.SSUP031,2,Clothing,subgroup,989,-2.8,-2.2,2020,43406
Superannuitant,HPIQ.SSUP031,3,Clothing,subgroup,995,0.6,-1.2,2020,43407
Superannuitant,HPIQ.SSUP031,4,Clothing,subgroup,1014,1.9,-0.1,2020,43408
Superannuitant,HPIQ.SSUP032,1,Footwear,subgroup,1002,-0.6,-1,2020,43459
Superannuitant,HPIQ.SSUP032,2,Footwear,subgroup,901,-10.1,-11.3,2020,43460
Superannuitant,HPIQ.SSUP032,3,Footwear,subgroup,930,3.2,-7.6,2020,43461
Superannuitant,HPIQ.SSUP032,4,Footwear,subgroup,952,2.4,-5.6,2020,43462
Superannuitant,HPIQ.SSUP04,1,Housing and household utilities,group,1185,0.8,3.7,2020,43513
Superannuitant,HPIQ.SSUP04,2,Housing and household utilities,group,1190,0.4,3.6,2020,43514
Superannuitant,HPIQ.SSUP04,3,Housing and household utilities,group,1204,1.2,2.7,2020,43515
Superannuitant,HPIQ.SSUP04,4,Housing and household utilities,group,1203,-0.1,2.3,2020,43516
Superannuitant,HPIQ.SSUP041,1,Actual rentals for housing,subgroup,1157,1.4,4.4,2020,43567
Superannuitant,HPIQ.SSUP041,2,Actual rentals for housing,subgroup,1166,0.8,4.1,2020,43568
Superannuitant,HPIQ.SSUP041,3,Actual rentals for housing,subgroup,1173,0.6,3.9,2020,43569
Superannuitant,HPIQ.SSUP041,4,Actual rentals for housing,subgroup,1181,0.7,3.5,2020,43570
Superannuitant,HPIQ.SSUP04101,1,Actual rentals for housing,class,1157,1.4,4.4,2020,43621
Superannuitant,HPIQ.SSUP04101,2,Actual rentals for housing,class,1166,0.8,4.1,2020,43622
Superannuitant,HPIQ.SSUP04101,3,Actual rentals for housing,class,1173,0.6,3.9,2020,43623
Superannuitant,HPIQ.SSUP04101,4,Actual rentals for housing,class,1181,0.7,3.5,2020,43624
Superannuitant,HPIQ.SSUP043,1,Property maintenance,subgroup,1180,0.8,3.1,2020,43675
Superannuitant,HPIQ.SSUP043,2,Property maintenance,subgroup,1193,1.1,3.4,2020,43676
Superannuitant,HPIQ.SSUP043,3,Property maintenance,subgroup,1201,0.7,3.1,2020,43677
Superannuitant,HPIQ.SSUP043,4,Property maintenance,subgroup,1205,0.3,2.9,2020,43678
Superannuitant,HPIQ.SSUP044,1,Property rates and related services,subgroup,1291,0,5.1,2020,43729
Superannuitant,HPIQ.SSUP044,2,Property rates and related services,subgroup,1291,0,5,2020,43730
Superannuitant,HPIQ.SSUP044,3,Property rates and related services,subgroup,1328,2.9,2.9,2020,43731
Superannuitant,HPIQ.SSUP044,4,Property rates and related services,subgroup,1328,0,2.9,2020,43732
Superannuitant,HPIQ.SSUP04403,1,Local authority rates and payments,class,1304,0,5.1,2020,43783
Superannuitant,HPIQ.SSUP04403,2,Local authority rates and payments,class,1304,0,5.1,2020,43784
Superannuitant,HPIQ.SSUP04403,3,Local authority rates and payments,class,1342,2.9,2.9,2020,43785
Superannuitant,HPIQ.SSUP04403,4,Local authority rates and payments,class,1342,0,2.9,2020,43786
Superannuitant,HPIQ.SSUP045,1,Household energy,subgroup,1100,1.2,1.7,2020,43837
Superannuitant,HPIQ.SSUP045,2,Household energy,subgroup,1105,0.5,1.6,2020,43838
Superannuitant,HPIQ.SSUP045,3,Household energy,subgroup,1105,0,1.7,2020,43839
Superannuitant,HPIQ.SSUP045,4,Household energy,subgroup,1092,-1.2,0.5,2020,43840
Superannuitant,HPIQ.SSUP04501,1,Electricity,class,1094,1.4,1.5,2020,43891
Superannuitant,HPIQ.SSUP04501,2,Electricity,class,1097,0.3,1.4,2020,43892
Superannuitant,HPIQ.SSUP04501,3,Electricity,class,1097,0,1.6,2020,43893
Superannuitant,HPIQ.SSUP04501,4,Electricity,class,1083,-1.3,0.4,2020,43894
Superannuitant,HPIQ.SSUP05,1,Household contents and services,group,1014,-0.6,1.5,2020,43945
Superannuitant,HPIQ.SSUP05,2,Household contents and services,group,1010,-0.4,-1.1,2020,43946
Superannuitant,HPIQ.SSUP05,3,Household contents and services,group,1041,3.1,1.8,2020,43947
Superannuitant,HPIQ.SSUP05,4,Household contents and services,group,1049,0.8,2.8,2020,43948
Superannuitant,HPIQ.SSUP051,1,"Furniture, furnishings and floor coverings",subgroup,1029,-1.2,1.4,2020,43999
Superannuitant,HPIQ.SSUP051,2,"Furniture, furnishings and floor coverings",subgroup,1031,0.2,-1.3,2020,44000
Superannuitant,HPIQ.SSUP051,3,"Furniture, furnishings and floor coverings",subgroup,1061,2.9,1,2020,44001
Superannuitant,HPIQ.SSUP051,4,"Furniture, furnishings and floor coverings",subgroup,1109,4.5,6.5,2020,44002
Superannuitant,HPIQ.SSUP052,1,Household textiles,subgroup,1038,0.9,6,2020,44053
Superannuitant,HPIQ.SSUP052,2,Household textiles,subgroup,1004,-3.3,-0.8,2020,44054
Superannuitant,HPIQ.SSUP052,3,Household textiles,subgroup,1097,9.3,7.1,2020,44055
Superannuitant,HPIQ.SSUP052,4,Household textiles,subgroup,1078,-1.7,4.8,2020,44056
Superannuitant,HPIQ.SSUP053,1,Household appliances,subgroup,1004,-2.5,-0.8,2020,44107
Superannuitant,HPIQ.SSUP053,2,Household appliances,subgroup,987,-1.7,-4.7,2020,44108
Superannuitant,HPIQ.SSUP053,3,Household appliances,subgroup,1032,4.6,-0.4,2020,44109
Superannuitant,HPIQ.SSUP053,4,Household appliances,subgroup,1035,0.3,0.5,2020,44110
Superannuitant,HPIQ.SSUP054,1,"Glassware, tableware and household utensils",subgroup,985,1.5,2.9,2020,44161
Superannuitant,HPIQ.SSUP054,2,"Glassware, tableware and household utensils",subgroup,995,1,1.6,2020,44162
Superannuitant,HPIQ.SSUP054,3,"Glassware, tableware and household utensils",subgroup,1019,2.4,3.7,2020,44163
Superannuitant,HPIQ.SSUP054,4,"Glassware, tableware and household utensils",subgroup,1026,0.7,5.8,2020,44164
Superannuitant,HPIQ.SSUP055,1,Tools and equipment for house and garden,subgroup,975,-0.6,-0.9,2020,44215
Superannuitant,HPIQ.SSUP055,2,Tools and equipment for house and garden,subgroup,973,-0.2,-1.1,2020,44216
Superannuitant,HPIQ.SSUP055,3,Tools and equipment for house and garden,subgroup,991,1.8,0.9,2020,44217
Superannuitant,HPIQ.SSUP055,4,Tools and equipment for house and garden,subgroup,996,0.5,1.5,2020,44218
Superannuitant,HPIQ.SSUP056,1,Other household supplies and services,subgroup,1021,0.8,2.8,2020,44269
Superannuitant,HPIQ.SSUP056,2,Other household supplies and services,subgroup,1034,1.3,2.1,2020,44270
Superannuitant,HPIQ.SSUP056,3,Other household supplies and services,subgroup,1035,0.1,2.5,2020,44271
Superannuitant,HPIQ.SSUP056,4,Other household supplies and services,subgroup,1029,-0.6,1.6,2020,44272
Superannuitant,HPIQ.SSUP06,1,Health,group,1060,0.3,1.7,2020,44323
Superannuitant,HPIQ.SSUP06,2,Health,group,1067,0.7,1.8,2020,44324
Superannuitant,HPIQ.SSUP06,3,Health,group,1073,0.6,2.1,2020,44325
Superannuitant,HPIQ.SSUP06,4,Health,group,1074,0.1,1.6,2020,44326
Superannuitant,HPIQ.SSUP061,1,"Medical products, appliances and equipment",subgroup,1002,0.5,1.5,2020,44377
Superannuitant,HPIQ.SSUP061,2,"Medical products, appliances and equipment",subgroup,1010,0.8,1.1,2020,44378
Superannuitant,HPIQ.SSUP061,3,"Medical products, appliances and equipment",subgroup,1000,-1,0.9,2020,44379
Superannuitant,HPIQ.SSUP061,4,"Medical products, appliances and equipment",subgroup,988,-1.2,-0.9,2020,44380
Superannuitant,HPIQ.SSUP062,1,Out-patient services,subgroup,1079,0.2,1.8,2020,44431
Superannuitant,HPIQ.SSUP062,2,Out-patient services,subgroup,1086,0.6,2.1,2020,44432
Superannuitant,HPIQ.SSUP062,3,Out-patient services,subgroup,1098,1.1,2.5,2020,44433
Superannuitant,HPIQ.SSUP062,4,Out-patient services,subgroup,1105,0.6,2.6,2020,44434
Superannuitant,HPIQ.SSUP063,1,Hospital services,subgroup,1185,0,2.9,2020,44485
Superannuitant,HPIQ.SSUP063,2,Hospital services,subgroup,1185,0,2.6,2020,44486
Superannuitant,HPIQ.SSUP063,3,Hospital services,subgroup,1208,1.9,2.8,2020,44487
Superannuitant,HPIQ.SSUP063,4,Hospital services,subgroup,1221,1.1,3,2020,44488
Superannuitant,HPIQ.SSUP07,1,Transport,group,918,-1.8,1.9,2020,44539
Superannuitant,HPIQ.SSUP07,2,Transport,group,877,-4.5,-3.6,2020,44540
Superannuitant,HPIQ.SSUP07,3,Transport,group,875,-0.2,-4.5,2020,44541
Superannuitant,HPIQ.SSUP07,4,Transport,group,892,1.9,-4.6,2020,44542
Superannuitant,HPIQ.SSUP071,1,Purchase of vehicles,subgroup,939,1,-2.4,2020,44593
Superannuitant,HPIQ.SSUP071,2,Purchase of vehicles,subgroup,937,-0.2,-0.8,2020,44594
Superannuitant,HPIQ.SSUP071,3,Purchase of vehicles,subgroup,930,-0.7,-0.9,2020,44595
